animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
444441,HAAAG1150306861,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,文化路,,OPEN,,,2026/3/6,2999/12/31,2026/3/7,2026/3/6,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1772844871034.png,,2026/3/7,南投縣南投市嶺興路36-1號,(049)2225440
444421,S150306-07,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黃虎斑色,ADULT,N,F,,,OPEN,,,2026/3/13,2999/12/31,2026/3/6,2026/3/6,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1772785604631.png,,2026/3/6,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
444419,S150306-05,16,74,臺南市動物之家善化站,狗,混種犬          ,F,MEDIUM,黃色,ADULT,N,F,,,OPEN,,,2026/3/13,2999/12/31,2026/3/6,2026/3/6,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1772785577921.png,,2026/3/6,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
444414,S150306-03,16,74,臺南市動物之家善化站,狗,混種犬          ,F,MEDIUM,黃色,ADULT,N,F,,,OPEN,,,2026/3/13,2999/12/31,2026/3/6,2026/3/6,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1772785546130.png,,2026/3/6,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
444415,FAABG11411260010,10,68,臺中市動物之家后里園區,貓,混種貓                 ,M,SMALL,黑色,ADULT,T,F,英才公園,,OPEN,,,2026/3/6,2999/12/31,2026/3/6,2026/3/6,臺中市動物之家后里園區,https://www.pet.gov.tw/upload/pic/1764212434974.png,,2026/3/6,臺中市后里區堤防路370號,(04)25588024
444393,AAACG1150306010,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,坪林區北宜路8段,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
444388,AAACG1150306009,3,51,新北市新店區公立動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,CHILD,T,F,新店區安忠路,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
444386,AAACG1150306008,3,51,新北市新店區公立動物之家,貓,混種貓                 ,F,MEDIUM,三花色,CHILD,T,F,新店區安忠路,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
444382,AAACG1150306007,3,51,新北市新店區公立動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,CHILD,T,F,新店區新生街,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
402399,HAAAG1140421768,12,70,南投縣公立動物收容所,狗,比特犬,M,MEDIUM,黃色,ADULT,T,F,虎門巷,,OPEN,通知飼主處理中 暫不開放,,,2999/12/31,2026/3/6,2025/4/21,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1745290339594.png,,2026/3/6,南投縣南投市嶺興路36-1號,(049)2225440
444379,AAACG1150306006,3,51,新北市新店區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,CHILD,T,F,新店區新生街,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
444377,AAACG1150306005,3,51,新北市新店區公立動物之家,貓,混種貓                 ,M,MEDIUM,黑色,CHILD,T,F,新店區環河路,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
444376,AAACG1150306004,3,51,新北市新店區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,CHILD,T,F,新店區安忠路,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
444369,AAAIG1150306003,3,59,新北市八里區公立動物之家,貓,混種貓                 ,M,SMALL,黃白色,CHILD,F,F,新莊區自強街,,OPEN,此貓目前在宜加寵物生活館-新和店( 地址: 新北市新莊區中和街28號， 電話:02-29982211),,2026/3/6,2999/12/31,2026/3/6,2026/3/6,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1772769215637.png,,2026/3/6,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
444368,AAAIG1150306002,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,SMALL,黃虎斑色,CHILD,F,F,新莊區自強街,,OPEN,此貓目前在宜加寵物生活館-新和店( 地址: 新北市新莊區中和街28號， 電話:02-29982211),,2026/3/6,2999/12/31,2026/3/6,2026/3/6,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1772769088634.png,,2026/3/6,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
444367,AAAIG1150306001,3,59,新北市八里區公立動物之家,貓,混種貓                 ,M,SMALL,虎斑色,CHILD,F,F,新莊區民安西路,,OPEN,此貓目前在宜加寵物生活館-中華店( 地址: 新北市新莊區中華路二段22-1號， 電話:02-89936000),,2026/3/6,2999/12/31,2026/3/6,2026/3/6,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1772768759628.png,,2026/3/6,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
443933,AAAIG1150303001,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,SMALL,黃白色,ADULT,F,F,八里區博物館路,,OPEN,此貓目前在新北市議員戴湘儀服務處 (地址:新北市新莊區中華路一段51巷9號一樓，電話: 02 2990 2373),,2026/3/5,2999/12/31,2026/3/6,2026/3/3,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1772518489711.png,,2026/3/6,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
443934,AAAIG1150303002,3,59,新北市八里區公立動物之家,貓,混種貓                 ,M,SMALL,黃虎斑色,ADULT,F,F,八里區博物館路,,OPEN,此貓目前在新北市議員戴湘儀服務處 (地址:新北市新莊區中華路一段51巷9號一樓，電話: 02 2990 2373),,2026/3/5,2999/12/31,2026/3/6,2026/3/3,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1772518741974.png,,2026/3/6,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
444088,AAAIG1150304002,3,59,新北市八里區公立動物之家,貓,混種貓                 ,M,SMALL,虎斑色,ADULT,F,F,新莊區福樂街,,OPEN,此貓目前在東森寵物雲-龜山復興店 ( 地址: 桃園市龜山區復興一路319.351.353號， 電話:03-3975001),,2026/3/4,2999/12/31,2026/3/6,2026/3/4,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1772591944371.png,,2026/3/6,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
444087,AAAIG1150304001,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,SMALL,虎斑色,CHILD,F,F,新莊區豐年街,,OPEN,此貓目前在東森寵物雲-龜山復興店 ( 地址: 桃園市龜山區復興一路319.351.353號， 電話:03-3975001),,2026/3/4,2999/12/31,2026/3/6,2026/3/4,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1772591663489.png,,2026/3/6,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
444374,AAAHG1150306001,3,58,新北市五股區公立動物之家,貓,英國短毛貓               ,M,MEDIUM,黑灰色,ADULT,T,F,三重區正義北路68號,,OPEN,,,1900/1/1,2999/12/31,,2026/3/6,新北市五股區公立動物之家,,,,新北市五股區外寮路9-9號,(02)82925265
444373,AAACG1150306003,3,51,新北市新店區公立動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,CHILD,T,F,新店區安忠路,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
444360,AAACG1150306001,3,51,新北市新店區公立動物之家,狗,迷你雪納瑞,F,SMALL,黑白色,ADULT,F,F,深坑區北深路二段43號,,OPEN,,,,2999/12/31,2026/3/6,2026/3/6,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1772759823379.png,,2026/3/6,新北市新店區安泰路235號,(02)22159462
444371,AAACG1150306002,3,51,新北市新店區公立動物之家,貓,混種貓                 ,F,MEDIUM,黑色,CHILD,T,F,新店區達觀社區,,OPEN,,,2026/3/6,2999/12/31,,2026/3/6,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
179281,109100307,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,延平北路5段,,OPEN,該動物目前保母攜出照顧中，尚未在所內；急傷回(102右前上膊骨骨折) 右前肢傷 左後肢大腿有皮釘(已拆) 消瘦,,2021/4/11,2999/12/31,2026/3/6,2020/10/3,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1674176337510.png,,2026/3/6,臺北市內湖區安美街191號,(02)87913254
443888,AAAFG1150303001,3,55,新北市淡水區公立動物之家,貓,混種貓                 ,F,MEDIUM,,CHILD,F,F,淡水區,,OPEN,,,2026/3/1,2999/12/31,2026/3/6,2026/3/3,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1772506487879.png,,2026/3/6,新北市淡水區下圭柔山91之3號,(02)26267558
443892,AAAFG1150303002,3,55,新北市淡水區公立動物之家,貓,混種貓                 ,F,MEDIUM,黃虎斑色,CHILD,F,F,淡水區,,OPEN,,,2026/3/1,2999/12/31,2026/3/6,2026/3/3,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1772506649984.png,,2026/3/6,新北市淡水區下圭柔山91之3號,(02)26267558
444364,AAAFG1150306003,3,55,新北市淡水區公立動物之家,貓,混種貓                 ,M,MEDIUM,黑色,CHILD,F,F,淡水區,,OPEN,,,2026/3/6,2999/12/31,2026/3/6,2026/3/6,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1772766309097.png,,2026/3/6,新北市淡水區下圭柔山91之3號,(02)26267558
397722,HAAAG1140313017,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,北埔街,,OPEN,,,2025/3/13,2999/12/31,2026/3/6,2025/3/13,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1741917302576.png,,2026/3/6,南投縣南投市嶺興路36-1號,(049)2225440
444365,CAAAG1150306002,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,黑虎斑色,ADULT,T,F,龍德路龍福路交叉,,OPEN,,,,2999/12/31,,2026/3/6,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1772766169889.png,,,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
444288,AAAFG1150305001,3,55,新北市淡水區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,CHILD,F,F,淡水區,,OPEN,,,2026/3/2,2999/12/31,,2026/3/5,新北市淡水區公立動物之家,,,,新北市淡水區下圭柔山91之3號,(02)26267558
444223,1150418,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,黑色,ADULT,N,F,興東路,,OPEN,,,2026/3/5,2999/12/31,2026/3/5,2026/3/4,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1772683191082.png,,2026/3/5,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
442907,AAAHG1150216003,3,58,新北市五股區公立動物之家,狗,貴賓犬        ,F,SMALL,黑色,ADULT,F,F,蘆洲區永樂街38巷19弄,,OPEN,無晶片協尋飼主中 20260303-10AM開放一般民眾認養,,2026/3/3,2999/12/31,2026/3/5,2026/2/16,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1771230717254.png,,2026/3/5,新北市五股區外寮路9-9號,(02)82925265
443995,1150416,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,黑色,ADULT,N,F,北宜路一段,,OPEN,,,2026/3/3,2999/12/31,2026/3/5,2026/3/3,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1772683070906.png,,2026/3/5,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
200437,AAAFG1100329002,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,淡水區興仁里興仁路108號,,OPEN,固執不親狗，偶爾有脾氣開咬,,2021/3/29,2999/12/31,2026/3/4,2021/3/29,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720694732236.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
444170,AAAHG1150304004,3,58,新北市五股區公立動物之家,貓,混種貓                 ,F,MEDIUM,黑色,ADULT,T,F,淡水區新市三路2段281號3樓,,OPEN,,,2026/3/4,2999/12/31,,2026/3/4,新北市五股區公立動物之家,,,,新北市五股區外寮路9-9號,(02)82925265
444169,AAAHG1150304003,3,58,新北市五股區公立動物之家,貓,混種貓                 ,F,MEDIUM,黑色,ADULT,T,F,林口區忠孝路,,OPEN,,,2026/3/4,2999/12/31,,2026/3/4,新北市五股區公立動物之家,,,,新北市五股區外寮路9-9號,(02)82925265
419133,AAAFG1140820001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,,,OPEN,,,2026/2/24,2999/12/31,2026/3/4,2025/8/20,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1755760082248.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
277293,AAAFG1111006002,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,淡水區中正路159號,,OPEN,獨立又溫順、可摸可牽很聽話,,2022/10/6,2999/12/31,2026/3/4,2022/10/6,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720695219708.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
436950,HAAAG1141230782,12,70,南投縣公立動物收容所,狗,高山犬,F,BIG,黃色,ADULT,T,F,中山路一段,,OPEN,,,2025/12/30,2999/12/31,2026/3/4,2025/12/30,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1767150844946.png,,2026/3/4,南投縣南投市嶺興路36-1號,(049)2225440
377056,AAAFG1131009003,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,N,F,,,OPEN,,,2024/10/9,2999/12/31,2026/3/4,2024/10/9,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1748500062934.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
58806,AAAFG1070731004,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,淡水里坪頂里華國高爾夫球場,,OPEN,膽小怕人、喜歡自由的在草地上奔跑,,2018/7/31,2999/12/31,2026/3/4,2018/7/31,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720692372277.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
87765,AAAFG1080309001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,淡水區屯山里屯山國小,,OPEN,非常膽小、無法靠近上牽繩，喜歡自由的在草地上玩耍,,2019/3/9,2999/12/31,2026/3/4,2019/3/9,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720693029782.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
87883,AAAFG1080311003,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,淡水區崁頂里,,OPEN,膽小怕人 愛吃零食,,2019/3/11,2999/12/31,2026/3/4,2019/3/11,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720693354845.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
88442,AAAFG1080314005,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,T,F,幸福里淡水捷運站,,OPEN,非常可愛親人、性格熱情又奔放,,2019/3/14,2999/12/31,2026/3/4,2019/3/14,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720693662643.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
191272,AAAFG1100107001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,淡水區屯山國小,,OPEN,愛叫愛跑愛吃零食,,2021/1/7,2999/12/31,2026/3/4,2021/1/7,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720694672008.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
334993,AAAFG1121117001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,崁頂72之3號,,OPEN,有點固執，不喜歡在籠內大小便,,2023/11/17,2999/12/31,2026/3/4,2023/11/17,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720695951258.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
46559,AAAFG1070426002,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,小坪頂狗場,,OPEN,乖巧聽話、穩定愛吃、喜歡討摸摸跟悠哉的散步,,2019/2/13,2999/12/31,2026/3/4,2018/4/26,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720692142161.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
59744,AAAFG1070808001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,淡水區蕃薯里小坑子頭1號,,OPEN,膽小怕生、喜歡在草地上玩耍,,2018/8/8,2999/12/31,2026/3/4,2018/8/8,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1728277682622.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
213562,AAAFG1100712001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,新北市糞箕湖95號,,OPEN,護食，親人活潑,,2021/7/12,2999/12/31,2026/3/4,2021/7/12,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720694904267.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
268506,AAAFG1110805003,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,T,F,聖約翰,,OPEN,愛吃的狗狗只要是食物牠都能狼吞虎咽,,2022/8/5,2999/12/31,2026/3/4,2022/8/5,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1703575087118.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
444121,AAAHG1150304002,3,58,新北市五股區公立動物之家,貓,英國短毛貓               ,F,MEDIUM,黃白色,ADULT,T,F,林口區中北二街,,OPEN,,,2026/3/4,2999/12/31,,2026/3/4,新北市五股區公立動物之家,,,,新北市五股區外寮路9-9號,(02)82925265
288046,AAAFG1111215002,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,棕色,ADULT,T,F,正德國中賢孝校區,,OPEN,怕生、膽小、溫和,,2022/12/15,2999/12/31,2026/3/4,2022/12/15,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720695425457.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
294115,AAAFG1120207002,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,台北市忠孝東路,,OPEN,善良穩定、逆來順受、親人親狗,,2023/2/7,2999/12/31,2026/3/4,2023/2/7,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720695503347.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
279054,AAAFG1111020001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,淡水區水源里,,OPEN,溫和親人、愛玩愛吃、温馴穩定又撒嬌,,2022/10/20,2999/12/31,2026/3/4,2022/10/20,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720695285373.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
82224,AAAFG1080123001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,坪頂里國華高爾夫球場,,OPEN,膽小怕人、無法靠近或上牽繩、喜愛跟室友散步,,2019/1/23,2999/12/31,2026/3/4,2019/1/23,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720693230335.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
173997,AAAFG1090824005,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,新北市淡水區埤島里65號,,OPEN,親人，喜歡玩水,,2020/8/24,2999/12/31,2026/3/4,2020/8/24,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720694608329.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
435561,EAAAG1141218015,9,96,苗栗縣動物保護教育園區,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,銅鑼鄉朝楊村,,OPEN,,,2025/12/18,2999/12/31,2026/3/4,2025/12/16,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1766039294718.png,,2026/3/4,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
47770,AAAFG1070507003,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,番社前7-1號,,OPEN,怕人、喜歡自已在草地上玩耍,,2018/5/7,2999/12/31,2026/3/4,2018/5/7,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1728276125369.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
434608,VAAAG114121104,2,49,臺北市動物之家,狗,柴犬                  ,M,MEDIUM,黃色,ADULT,T,F,雙連里錦西街(原拾獲地：雙連街),,OPEN,〈收容編號114121104將於1150304(三)開放認養〉 欲認養者，請於10:00-10:10，攜帶身分證件（需年滿18歲且無棄養紀錄或違反動保法等）及「臺北e大-毛孩學院-效期一年內完課證明」至臨櫃登記。註：中籤者攜帶動物離開時，認養狗需自備項圈牽繩或運輸籠。,,2026/3/4,2999/12/31,2026/3/4,2025/12/11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1765444754076.png,,2026/3/4,臺北市內湖區安美街191號,(02)87913254
52403,AAAFG1070613002,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,淡水區埤島里,,OPEN,,,2019/2/13,2999/12/31,2026/3/4,2018/6/13,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720692708277.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
444094,AAAHG1150304001,3,58,新北市五股區公立動物之家,狗,黃金獵犬                ,F,BIG,黃色,ADULT,F,F,三重區長泰派出所,,OPEN,,,2026/3/4,2999/12/31,,2026/3/4,新北市五股區公立動物之家,,,,新北市五股區外寮路9-9號,(02)82925265
55483,AAAFG1070707001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,T,F,淡水區水碓路48-1號,,OPEN,1071022注射狂犬及五合一疫苗，1071030結紮，1081005狂犬病，1090914狂犬病，1110419狂犬病，五合一，1121013狂犬病，五合一，驅蟲,,2018/6/29,2999/12/31,2026/3/4,2018/6/29,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1728277472972.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
89051,AAAFG1080319001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,淡水區賢孝里八里堆5之9號,,OPEN,膽小怕人,,2019/3/19,2999/12/31,2026/3/4,2019/3/19,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1728277807607.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
408540,AAAFG1100426003,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,N,F,,,OPEN,,,2025/6/1,2999/12/31,2026/3/4,2025/6/6,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1749186839590.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
251064,AAAFG1110418001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,淡水區沙崙路133號,,OPEN,穩定可摸愛獨處,,2022/4/25,2999/12/31,2026/3/4,2022/4/18,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720695091830.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
145527,AAAFG1090220001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,清潔隊垃圾轉運站,,OPEN,,,2020/2/20,2999/12/31,2026/3/4,2020/2/20,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720693771891.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
153924,AAAFG1090416002,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,淡水區水源街二段304巷11號,,OPEN,親人憨憨的個性,,2020/4/16,2999/12/31,2026/3/4,2020/4/16,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720694104152.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
35877,AAAFG1041215001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,竹圍碼頭(自行車道),,OPEN,個性憨憨的，喜愛玩水，喜歡把腳泡在水裡,,2018/2/27,2999/12/31,2026/3/4,2015/12/15,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1703573289651.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
87890,AAAFG1080311008,3,55,新北市淡水區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,泰山區泰林路,,OPEN,活潑好動、喜歡自由自在的在草原上奔跑,,2019/3/11,2999/12/31,2026/3/4,2019/3/11,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720693446078.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
47771,AAAFG1070524001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,番社前7-1號,,OPEN,膽小怕人、靠近會躲、喜歡散步、會自已回籠,,2018/5/7,2999/12/31,2026/3/4,2018/5/7,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1720692760111.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
47509,AAAFG1070504001,3,55,新北市淡水區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,埤島里,,OPEN,溫順、喜歡討摸摸,,2019/2/13,2999/12/31,2026/3/4,2018/5/4,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1748504317125.png,,2026/3/4,新北市淡水區下圭柔山91之3號,(02)26267558
